"region","arbetsställets sektortillhörighet","år",Förvärvsarbetande 16+ år med bostad i regionen (nattbefolkning) (RAMS)
"1435 Tanum","primärkommunal förvaltning","2015",1457
"1435 Tanum","primärkommunal förvaltning","2016",1498
"1435 Tanum","primärkommunal förvaltning","2017",1521
"1435 Tanum","landsting","2008",238
"1435 Tanum","landsting","2009",209
"1435 Tanum","landsting","2010",203
"1435 Tanum","landsting","2011",199
"1435 Tanum","landsting","2012",200
"1435 Tanum","landsting","2013",193
"1435 Tanum","landsting","2014",201
"1435 Tanum","landsting","2015",191
"1435 Tanum","landsting","2016",191
"1435 Tanum","landsting","2017",189
"1435 Tanum","kommunalt ägda företag och organisationer","2008",44
"1435 Tanum","kommunalt ägda företag och organisationer","2009",43
"1435 Tanum","kommunalt ägda företag och organisationer","2010",53
"1435 Tanum","kommunalt ägda företag och organisationer","2011",53
"1435 Tanum","kommunalt ägda företag och organisationer","2012",44
"1435 Tanum","kommunalt ägda företag och organisationer","2013",48
"1435 Tanum","kommunalt ägda företag och organisationer","2014",49
"1435 Tanum","kommunalt ägda företag och organisationer","2015",52
"1435 Tanum","kommunalt ägda företag och organisationer","2016",51
"1435 Tanum","kommunalt ägda företag och organisationer","2017",44
"1438 Dals-Ed","primärkommunal förvaltning","2008",565
"1438 Dals-Ed","primärkommunal förvaltning","2009",562
"1438 Dals-Ed","primärkommunal förvaltning","2010",544
"1438 Dals-Ed","primärkommunal förvaltning","2011",531
"1438 Dals-Ed","primärkommunal förvaltning","2012",542
"1438 Dals-Ed","primärkommunal förvaltning","2013",556
"1438 Dals-Ed","primärkommunal förvaltning","2014",541
"1438 Dals-Ed","primärkommunal förvaltning","2015",581
"1438 Dals-Ed","primärkommunal förvaltning","2016",609
"1438 Dals-Ed","primärkommunal förvaltning","2017",624
"1438 Dals-Ed","landsting","2008",71
"1438 Dals-Ed","landsting","2009",73
"1438 Dals-Ed","landsting","2010",73
"1438 Dals-Ed","landsting","2011",73
"1438 Dals-Ed","landsting","2012",67
"1438 Dals-Ed","landsting","2013",69
"1438 Dals-Ed","landsting","2014",68
"1438 Dals-Ed","landsting","2015",67
"1438 Dals-Ed","landsting","2016",64
"1438 Dals-Ed","landsting","2017",64
"1438 Dals-Ed","kommunalt ägda företag och organisationer","2008",12
"1438 Dals-Ed","kommunalt ägda företag och organisationer","2009",13
"1438 Dals-Ed","kommunalt ägda företag och organisationer","2010",11
"1438 Dals-Ed","kommunalt ägda företag och organisationer","2011",8
"1438 Dals-Ed","kommunalt ägda företag och organisationer","2012",15
"1438 Dals-Ed","kommunalt ägda företag och organisationer","2013",10
"1438 Dals-Ed","kommunalt ägda företag och organisationer","2014",9
"1438 Dals-Ed","kommunalt ägda företag och organisationer","2015",12
"1438 Dals-Ed","kommunalt ägda företag och organisationer","2016",9
"1438 Dals-Ed","kommunalt ägda företag och organisationer","2017",10
"1439 Färgelanda","primärkommunal förvaltning","2008",680
"1439 Färgelanda","primärkommunal förvaltning","2009",655
"1439 Färgelanda","primärkommunal förvaltning","2010",649
"1439 Färgelanda","primärkommunal förvaltning","2011",663
"1439 Färgelanda","primärkommunal förvaltning","2012",660
"1439 Färgelanda","primärkommunal förvaltning","2013",635
"1439 Färgelanda","primärkommunal förvaltning","2014",639
"1439 Färgelanda","primärkommunal förvaltning","2015",678
"1439 Färgelanda","primärkommunal förvaltning","2016",725
"1439 Färgelanda","primärkommunal förvaltning","2017",718
"1439 Färgelanda","landsting","2008",212
"1439 Färgelanda","landsting","2009",218
"1439 Färgelanda","landsting","2010",209
"1439 Färgelanda","landsting","2011",207
"1439 Färgelanda","landsting","2012",196
"1439 Färgelanda","landsting","2013",203
"1439 Färgelanda","landsting","2014",196
"1439 Färgelanda","landsting","2015",182
"1439 Färgelanda","landsting","2016",173
"1439 Färgelanda","landsting","2017",180
"1439 Färgelanda","kommunalt ägda företag och organisationer","2008",50
"1439 Färgelanda","kommunalt ägda företag och organisationer","2009",44
"1439 Färgelanda","kommunalt ägda företag och organisationer","2010",43
"1439 Färgelanda","kommunalt ägda företag och organisationer","2011",46
"1439 Färgelanda","kommunalt ägda företag och organisationer","2012",44
"1439 Färgelanda","kommunalt ägda företag och organisationer","2013",63
"1439 Färgelanda","kommunalt ägda företag och organisationer","2014",51
"1439 Färgelanda","kommunalt ägda företag och organisationer","2015",54
"1439 Färgelanda","kommunalt ägda företag och organisationer","2016",55
"1439 Färgelanda","kommunalt ägda företag och organisationer","2017",61
"1440 Ale","primärkommunal förvaltning","2008",2594
"1440 Ale","primärkommunal förvaltning","2009",2520
"1440 Ale","primärkommunal förvaltning","2010",2557
"1440 Ale","primärkommunal förvaltning","2011",2561
"1440 Ale","primärkommunal förvaltning","2012",2647
"1440 Ale","primärkommunal förvaltning","2013",2707
"1440 Ale","primärkommunal förvaltning","2014",2713
"1440 Ale","primärkommunal förvaltning","2015",2759
"1440 Ale","primärkommunal förvaltning","2016",3012
"1440 Ale","primärkommunal förvaltning","2017",3047
"1440 Ale","landsting","2008",567
"1440 Ale","landsting","2009",548
"1440 Ale","landsting","2010",533
"1440 Ale","landsting","2011",531
"1440 Ale","landsting","2012",557
"1440 Ale","landsting","2013",568
"1440 Ale","landsting","2014",584
"1440 Ale","landsting","2015",622
"1440 Ale","landsting","2016",659
"1440 Ale","landsting","2017",691
"1440 Ale","kommunalt ägda företag och organisationer","2008",356
"1440 Ale","kommunalt ägda företag och organisationer","2009",342
"1440 Ale","kommunalt ägda företag och organisationer","2010",325
"1440 Ale","kommunalt ägda företag och organisationer","2011",307
"1440 Ale","kommunalt ägda företag och organisationer","2012",303
"1440 Ale","kommunalt ägda företag och organisationer","2013",324
"1440 Ale","kommunalt ägda företag och organisationer","2014",288
"1440 Ale","kommunalt ägda företag och organisationer","2015",331
"1440 Ale","kommunalt ägda företag och organisationer","2016",304
"1440 Ale","kommunalt ägda företag och organisationer","2017",336
"1441 Lerum","primärkommunal förvaltning","2008",3534
"1441 Lerum","primärkommunal förvaltning","2009",3479
"1441 Lerum","primärkommunal förvaltning","2010",3527
"1441 Lerum","primärkommunal förvaltning","2011",3587
"1441 Lerum","primärkommunal förvaltning","2012",3569
"1441 Lerum","primärkommunal förvaltning","2013",3539
"1441 Lerum","primärkommunal förvaltning","2014",3595
"1441 Lerum","primärkommunal förvaltning","2015",3700
"1441 Lerum","primärkommunal förvaltning","2016",3793
"1441 Lerum","primärkommunal förvaltning","2017",3781
"1441 Lerum","landsting","2008",1137
"1441 Lerum","landsting","2009",1120
"1441 Lerum","landsting","2010",1110
"1441 Lerum","landsting","2011",1107
"1441 Lerum","landsting","2012",1111
"1441 Lerum","landsting","2013",1145
"1441 Lerum","landsting","2014",1159
"1441 Lerum","landsting","2015",1182
"1441 Lerum","landsting","2016",1176
"1441 Lerum","landsting","2017",1217
"1441 Lerum","kommunalt ägda företag och organisationer","2008",497
"1441 Lerum","kommunalt ägda företag och organisationer","2009",512
"1441 Lerum","kommunalt ägda företag och organisationer","2010",499
"1441 Lerum","kommunalt ägda företag och organisationer","2011",472
"1441 Lerum","kommunalt ägda företag och organisationer","2012",460
"1441 Lerum","kommunalt ägda företag och organisationer","2013",458
"1441 Lerum","kommunalt ägda företag och organisationer","2014",421
"1441 Lerum","kommunalt ägda företag och organisationer","2015",464
"1441 Lerum","kommunalt ägda företag och organisationer","2016",443
"1441 Lerum","kommunalt ägda företag och organisationer","2017",441
"1442 Vårgårda","primärkommunal förvaltning","2008",1197
"1442 Vårgårda","primärkommunal förvaltning","2009",1170
"1442 Vårgårda","primärkommunal förvaltning","2010",1204
"1442 Vårgårda","primärkommunal förvaltning","2011",1186
"1442 Vårgårda","primärkommunal förvaltning","2012",1226
"1442 Vårgårda","primärkommunal förvaltning","2013",1211
"1442 Vårgårda","primärkommunal förvaltning","2014",1224
"1442 Vårgårda","primärkommunal förvaltning","2015",1239
"1442 Vårgårda","primärkommunal förvaltning","2016",1289
"1442 Vårgårda","primärkommunal förvaltning","2017",1322
"1442 Vårgårda","landsting","2008",256
"1442 Vårgårda","landsting","2009",270
"1442 Vårgårda","landsting","2010",261
"1442 Vårgårda","landsting","2011",268
"1442 Vårgårda","landsting","2012",261
"1442 Vårgårda","landsting","2013",268
"1442 Vårgårda","landsting","2014",272
"1442 Vårgårda","landsting","2015",294
"1442 Vårgårda","landsting","2016",287
"1442 Vårgårda","landsting","2017",293
"1442 Vårgårda","kommunalt ägda företag och organisationer","2008",37
"1442 Vårgårda","kommunalt ägda företag och organisationer","2009",42
"1442 Vårgårda","kommunalt ägda företag och organisationer","2010",41
"1442 Vårgårda","kommunalt ägda företag och organisationer","2011",50
"1442 Vårgårda","kommunalt ägda företag och organisationer","2012",49
"1442 Vårgårda","kommunalt ägda företag och organisationer","2013",48
"1442 Vårgårda","kommunalt ägda företag och organisationer","2014",38
"1442 Vårgårda","kommunalt ägda företag och organisationer","2015",52
"1442 Vårgårda","kommunalt ägda företag och organisationer","2016",49
"1442 Vårgårda","kommunalt ägda företag och organisationer","2017",49
"1443 Bollebygd","primärkommunal förvaltning","2008",800
"1443 Bollebygd","primärkommunal förvaltning","2009",754
"1443 Bollebygd","primärkommunal förvaltning","2010",768
"1443 Bollebygd","primärkommunal förvaltning","2011",776
"1443 Bollebygd","primärkommunal förvaltning","2012",800
"1443 Bollebygd","primärkommunal förvaltning","2013",820
"1443 Bollebygd","primärkommunal förvaltning","2014",841
"1443 Bollebygd","primärkommunal förvaltning","2015",854
"1443 Bollebygd","primärkommunal förvaltning","2016",925
"1443 Bollebygd","primärkommunal förvaltning","2017",932
"1443 Bollebygd","landsting","2008",214
"1443 Bollebygd","landsting","2009",205
"1443 Bollebygd","landsting","2010",208
"1443 Bollebygd","landsting","2011",215
"1443 Bollebygd","landsting","2012",219
"1443 Bollebygd","landsting","2013",227
"1443 Bollebygd","landsting","2014",236
"1443 Bollebygd","landsting","2015",232
"1443 Bollebygd","landsting","2016",234
"1443 Bollebygd","landsting","2017",246
"1443 Bollebygd","kommunalt ägda företag och organisationer","2008",83
"1443 Bollebygd","kommunalt ägda företag och organisationer","2009",83
"1443 Bollebygd","kommunalt ägda företag och organisationer","2010",87
"1443 Bollebygd","kommunalt ägda företag och organisationer","2011",87
"1443 Bollebygd","kommunalt ägda företag och organisationer","2012",87
"1443 Bollebygd","kommunalt ägda företag och organisationer","2013",99
"1443 Bollebygd","kommunalt ägda företag och organisationer","2014",89
"1443 Bollebygd","kommunalt ägda företag och organisationer","2015",87
"1443 Bollebygd","kommunalt ägda företag och organisationer","2016",86
"1443 Bollebygd","kommunalt ägda företag och organisationer","2017",81
"1444 Grästorp","primärkommunal förvaltning","2008",666
"1444 Grästorp","primärkommunal förvaltning","2009",626
"1444 Grästorp","primärkommunal förvaltning","2010",643
"1444 Grästorp","primärkommunal förvaltning","2011",635
"1444 Grästorp","primärkommunal förvaltning","2012",628
"1444 Grästorp","primärkommunal förvaltning","2013",658
"1444 Grästorp","primärkommunal förvaltning","2014",675
"1444 Grästorp","primärkommunal förvaltning","2015",668
"1444 Grästorp","primärkommunal förvaltning","2016",729
"1444 Grästorp","primärkommunal förvaltning","2017",755
"1444 Grästorp","landsting","2008",94
"1444 Grästorp","landsting","2009",91
"1444 Grästorp","landsting","2010",92
"1444 Grästorp","landsting","2011",95
"1444 Grästorp","landsting","2012",91
"1444 Grästorp","landsting","2013",95
"1444 Grästorp","landsting","2014",94
"1444 Grästorp","landsting","2015",91
"1444 Grästorp","landsting","2016",93
"1444 Grästorp","landsting","2017",98
"1444 Grästorp","kommunalt ägda företag och organisationer","2008",12
"1444 Grästorp","kommunalt ägda företag och organisationer","2009",11
"1444 Grästorp","kommunalt ägda företag och organisationer","2010",11
"1444 Grästorp","kommunalt ägda företag och organisationer","2011",11
"1444 Grästorp","kommunalt ägda företag och organisationer","2012",13
"1444 Grästorp","kommunalt ägda företag och organisationer","2013",18
"1444 Grästorp","kommunalt ägda företag och organisationer","2014",18
"1444 Grästorp","kommunalt ägda företag och organisationer","2015",25
"1444 Grästorp","kommunalt ägda företag och organisationer","2016",28
"1444 Grästorp","kommunalt ägda företag och organisationer","2017",26
"1445 Essunga","primärkommunal förvaltning","2008",651
"1445 Essunga","primärkommunal förvaltning","2009",602
"1445 Essunga","primärkommunal förvaltning","2010",596
"1445 Essunga","primärkommunal förvaltning","2011",586
"1445 Essunga","primärkommunal förvaltning","2012",621
"1445 Essunga","primärkommunal förvaltning","2013",629
"1445 Essunga","primärkommunal förvaltning","2014",621
"1445 Essunga","primärkommunal förvaltning","2015",631
"1445 Essunga","primärkommunal förvaltning","2016",685
"1445 Essunga","primärkommunal förvaltning","2017",674
"1445 Essunga","landsting","2008",86
"1445 Essunga","landsting","2009",91
"1445 Essunga","landsting","2010",89
